"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "class"
"1" -9.12088240263229 17.9301357886445 36.855584473524 7.64955596574582 0.30838494951587 -8.23148553311127 -22.3730047312079 -7.96242237429002 7.73858663314238 "B"
"2" -13.4909505263472 7.06872240661127 43.2604138426146 -19.0068312273298 41.1142693694733 5.66100209436846 22.3269530900357 -19.0556781161116 22.6724119802735 "A"
"3" -9.6734744932673 5.11691356465782 21.3027181406473 -33.8298015901509 50.4196006304407 1.36332729274779 29.3060724082798 -9.43740862901965 28.1092052776179 "A"
"4" -18.8811971724507 7.63089773946896 51.928250298797 -25.1904689368508 39.293877712692 26.7395237363885 20.5974810991374 -26.4064259640777 14.8935811267343 "A"
"5" -13.2852292203405 5.01249265797171 42.1443875912643 -36.6826685046184 46.9340686991823 16.0338842507525 24.8683978934334 -17.9548219451302 20.5784480161016 "A"
"6" 2.24256899530885 17.3883312119463 20.6416326228575 5.41418346978713 5.02379733308247 -22.8061785723935 -15.8630387388806 -10.2315359630367 24.099866810763 "B"
"7" 4.91945122822039 -0.266587092156969 18.4737769920102 -1.05422675065934 1.23134400938592 -6.59549238775462 2.7294899373548 7.52093006750433 0.620903830497568 "C"
"8" -1.96480307449439 5.39112482279696 -8.51862351768362 1.44821962936584 0.0076002276778957 -8.73167514929674 -0.833283091936574 12.5541942164514 1.25678687352455 "C"
"9" 6.87836386692255 4.77907758464279 3.8355282227412 0.366890920366711 0.668239600487757 3.3671871198721 3.42343176455155 7.67486782058287 1.49984732529852 "C"
"10" 0.22571636649824 6.74327482983756 -3.93154981543152 8.59351113230497 -3.57735316853164 19.966797484837 3.92149128752296 1.55321925681103 -5.83831346774794 "C"
"11" -10.7732469166978 0.364503015321541 71.4874735057521 -23.6294363681581 46.9986419477944 5.83897264699014 23.1687556246065 -21.5394807489733 15.1829278893501 "A"
"12" -17.7497292381162 6.35337433193418 31.7376162415952 -25.2459555589857 47.9129490372818 13.4458251731247 26.8284362119282 -11.0426852506749 13.61336821183 "A"
"13" -16.2981119125404 2.63827525706571 33.4892287694746 -31.7589754843096 46.9617028537617 6.00691390185569 28.2974915145784 -23.0951695354149 24.9216819092548 "A"
"14" -6.36458354006177 0.373645018264313 22.1975281040882 7.99464068223884 -3.01651560577117 -1.34942648445718 -4.72108941560613 3.01456929319037 -6.01524923234339 "C"
"15" 11.2232097295668 3.41743970447659 16.1556359153494 13.3245976132658 -2.89300468193302 0.257986227219644 4.16832247977441 -0.872800600255045 3.81389540474895 "C"
"16" -5.56060909974368 5.5382231751126 43.5257574383919 -30.1042962003932 47.1488459791494 9.93078176293572 31.0004739837123 -20.5762325235069 23.7213045225241 "A"
"17" -0.969676623698318 3.53057316868595 28.4598903054477 -23.459528759564 49.5238060922219 7.90497123409698 40.5222728613318 -18.2569444037689 30.1205225241649 "A"
"18" -18.1724199137234 9.17922398906129 54.1532462313901 -34.5789796533636 44.2828092931322 24.8907323979617 19.3483341518432 -18.9473392118134 11.483972193978 "A"
"19" -11.6155101358933 8.81471418031648 44.9689873191583 -22.5754423478952 45.3238300647911 5.25329911244135 23.0205894190381 -8.23480421677301 19.9801449243667 "A"
"20" 6.14742457150295 1.74811129000005 9.26321600628341 -1.89612705426419 1.1674555379815 -9.54705594704568 3.9606897929689 3.23824978685297 5.43507829912323 "C"
"21" -7.77020169322845 -0.24414118812736 45.0804534368665 -37.0738661645472 50.5346815433052 -1.53177816728605 32.274426822953 -22.0403475146213 30.9875282068602 "A"
"22" 7.93982055065425 -0.742144440519589 25.7319544816542 8.41817028884758 -3.12483333807977 -5.430036843028 3.74036698842084 -2.36582830140732 1.08292288966469 "C"
"23" -1.22828858252491 -1.2564365324346 35.3732883783955 -26.1906920795485 48.417831315676 -9.93635290129052 36.3011213137535 -17.948313500738 36.3319697652956 "A"
"24" 3.82827972374473 -1.17324107619682 23.5079422227955 13.5218516610701 -1.44033643198713 -16.2645525049739 0.00728187698851435 13.080498157359 -5.86396345114548 "C"
"25" 12.1980509365395 4.27231557403518 20.3704143934092 5.13845901405879 2.1081992387135 -2.34862030583803 6.13146457631516 1.7976317529572 3.20832887772642 "C"
"26" 6.15388779784741 4.08665696561618 9.54990823251693 0.0840159085995049 -1.43527728970523 -5.2906665583347 3.27027291563624 4.27290094955187 2.64324349385995 "C"
"27" -2.42658494629606 21.7630903014471 8.2941970770619 -9.17592973290151 3.8740717278847 -12.2261846954677 -17.2735950541974 -15.1882368934091 24.9796966698752 "B"
"28" 2.53639930859931 3.22055825416557 14.9655698630049 9.18556055915559 -1.56599954823936 -11.9796558262616 0.638713027904028 -0.842311279052045 4.07111376780527 "C"
